Condition,Drug,Indication,Type,Reviews,Effective,EaseOfUse,Satisfaction
hypertension,Amiloride-Hydrochlorothiazide,On Label,RX,7 Reviews,2.33,2.33,2
hypertension,Verapamil,On Label,RX,6 Reviews,4,5,4
hypertension,Amiloride-Hydrochlorothiazide,On Label,RX,6 Reviews,2.67,3,2.33
hypertension,Labetalol,On Label,RX,6 Reviews,3.6,4.4,3.4
hypertension,Trandolapril,On Label,RX,6 Reviews,4,4.17,3.5
hypertension,Chlorothiazide,On Label,RX,6 Reviews,3.8,3,3.2
hypertension,Verapamil,On Label,RX,6 Reviews,3.67,3.67,3.67
hypertension,Hydralazine,On Label,RX,6 Reviews,1.67,1,1
hypertension,Nifedipine,On Label,RX,5 Reviews,4.25,4.5,3.5
hypertension,Verapamil,On Label,RX,5 Reviews,4.5,4.5,3.25
hypertension,Moexipril,On Label,RX,5 Reviews,4,4.25,3.75
hypertension,Indapamide,On Label,RX,5 Reviews,3.8,4.6,3.4
hypertension,Hydrochlorothiazide,On Label,RX,5 Reviews,3.33,3.67,3
hypertension,Amlodipine-Olmesartan,On Label,RX,5 Reviews,3.2,4.2,1.8
hypertension,Quinapril-Hydrochlorothiazide,On Label,RX,5 Reviews,3.5,4,2.25
hypertension,Diltiazem Hcl,On Label,RX,5 Reviews,3.67,5,3.67
hypertension,Quinapril-Hydrochlorothiazide,On Label,RX,4 Reviews,4.5,4.5,4
hypertension,Moexipril,On Label,RX,4 Reviews,5,3.67,3.67
hypertension,Verapamil,On Label,RX,4 Reviews,2.5,4.5,3
hypertension,Labetalol,On Label,RX,4 Reviews,3.25,3.5,3.25
hypertension,Chlorothiazide,On Label,RX,4 Reviews,3,5,3
hypertension,Enalapril-Hydrochlorothiazide,On Label,RX,4 Reviews,4.25,4.25,4.25
hypertension,Nicardipine,On Label,RX,4 Reviews,5,5,4
hypertension,Labetalol,On Label,RX,4 Reviews,3.5,4.25,3.5
hypertension,Captopril-Hydrochlorothiazide,On Label,RX,4 Reviews,3.67,4,3.67
hypertension,Captopril,On Label,RX,3 Reviews,2.33,3.33,2.33
hypertension,Fosinopril-Hydrochlorothiazide,On Label,RX,3 Reviews,1.5,2,1
hypertension,Amlodipine-Valsartan-Hcthiazid,On Label,RX,3 Reviews,3.5,4,3.5
hypertension,Isradipine,On Label,RX,3 Reviews,2.67,4,2.67
hypertension,Atenolol,On Label,RX,3 Reviews,3.67,5,3.67
hypertension,Olmesartan-Amlodipin-Hcthiazid,On Label,RX,3 Reviews,3.67,5,3.67
hypertension,Hydrochlorothiazide,On Label,RX,2 Reviews,3,4,2
hypertension,"Triamterene-Hydrochlorothiazid, Trichlormethiazide",On Label,RX,2 Reviews,2,1,1
hypertension,Triamterene-Hydrochlorothiazid,On Label,RX,2 Reviews,3,5,3
hypertension,Hydrochlorothiazide,On Label,RX,2 Reviews,3,5,2
hypertension,Pindolol,On Label,RX,2 Reviews,5,1,1
hypertension,Chlorthalidone,On Label,RX,2 Reviews,1,5,1
hypertension,Furosemide,On Label,RX,2 Reviews,2,5,1
hypertension,Azilsartan Med-Chlorthalidone,On Label,RX,2 Reviews,5,5,5
hypertension,Diltiazem Hcl,On Label,RX,2 Reviews,4,4,2
hypertension,Nicardipine,On Label,RX,2 Reviews,1,1,1
hypertension,Candesartan-Hydrochlorothiazid,On Label,RX,2 Reviews,4.5,4.5,4.5
hypertension,Timolol Maleate,On Label,RX,2 Reviews,3,3,3
hypertension,Azilsartan Medoxomil,On Label,RX,2 Reviews,5,5,5
hypertension,Betaxolol,On Label,RX,2 Reviews,4,4,4
hypertension,Methyldopa-Hydrochlorothiazide,On Label,RX,1 Reviews,5,5,5
hypertension,Propranolol,On Label,RX,1 Reviews,5,5,5
hypertension,Hydrochlorothiazide,On Label,RX,1 Reviews,5,5,4
hypertension,Hydrochlorothiazide,On Label,RX,1 Reviews,1,1,1
hypertension,Propranolol,On Label,RX,1 Reviews,4,4,5
hypertension,Hydrochlorothiazide,On Label,RX,1 Reviews,5,5,5
hypertension,Spironolacton-Hydrochlorothiaz,On Label,RX,1 Reviews,1,4,1
hypertension,Furosemide,On Label,RX,1 Reviews,2,2,2
hypertension,Trandolapril-Verapamil,On Label,RX,1 Reviews,4,5,4
hypertension,Triamterene-Hydrochlorothiazid,On Label,RX,1 Reviews,2,1,1
hypertension,Propranolol-Hydrochlorothiazid,On Label,RX,1 Reviews,2,4,1
hypertension,Spironolacton-Hydrochlorothiaz,On Label,RX,1 Reviews,5,5,5
hypertension,Methyldopa-Hydrochlorothiazide,On Label,RX,1 Reviews,5,5,5
hypertension,Eprosartan,On Label,RX,1 Reviews,5,5,5
hypertension,Perindopril-Amlodipine,On Label,RX,1 Reviews,5,5,4
hypertension,Methyldopa-Hydrochlorothiazide,On Label,RX,1 Reviews,4,5,3
hypertension,Chlorthalidone,On Label,RX,1 Reviews,4,4,4
impetigo,Cefuroxime Axetil,On Label,RX,156 Reviews,3.15,3.06,2.33
impetigo,Cefuroxime Axetil,On Label,RX,156 Reviews,3.15,3.06,2.33
impetigo,Cefuroxime Axetil,On Label,RX,97 Reviews,3.23,3.62,2.85
impetigo,Cefuroxime Axetil,On Label,RX,97 Reviews,3.23,3.62,2.85
impetigo,"Mupirocin Calcium, Mupirocin",On Label,RX,60 Reviews,3.86,4.55,3.79
impetigo,"Mupirocin Calcium, Mupirocin",On Label,RX,60 Reviews,3.86,4.55,3.79
impetigo,Mupirocin,On Label,RX,52 Reviews,3.91,4.36,3.09
impetigo,Retapamulin,On Label,RX,28 Reviews,3.88,4.19,3.81
impetigo,Retapamulin,On Label,RX,1 Reviews,4,4,4
impetigo,Mupirocin,On Label,RX,1 Reviews,1,4,1
Infantile Autism,Risperidone,On Label,RX,455 Reviews,2.87,3.28,2.41
Infantile Autism,Risperidone,On Label,RX,197 Reviews,2.97,3.72,2.52
Infantile Autism,Risperidone,On Label,RX,197 Reviews,2.97,3.72,2.52
Infantile Autism,Paliperidone,Off Label,RX,168 Reviews,3.96,4.37,3.65
Infantile Autism,Aripiprazole,On Label,RX,53 Reviews,3,4.06,2.88
Infantile Autism,Aripiprazole,On Label,RX,53 Reviews,3,4.06,2.88
Infantile Autism,Aripiprazole,On Label,RX,53 Reviews,3,4.06,2.88
Infantile Autism,Risperidone,On Label,RX,18 Reviews,2,2.4,1.4
Infantile Autism,Paliperidone,Off Label,RX,16 Reviews,4.75,4.75,4.75
Infantile Autism,Aripiprazole,On Label,RX,11 Reviews,2.4,2.6,2.4
Influenza,Oseltamivir,On Label,RX,383 Reviews,3.53,3.81,3.13
Influenza,Oseltamivir,On Label,RX,383 Reviews,3.53,3.81,3.13
Influenza,Zanamivir,On Label,RX,19 Reviews,3.25,3.69,3
Influenza,Zanamivir,On Label,RX,1 Reviews,1,1,1
meniere's disease,Dimenhydrinate,Off Label,OTC,24 Reviews,3.67,4.67,3.67
meniere's disease,Dimenhydrinate,Off Label,OTC,6 Reviews,5,5,5
meniere's disease,Dimenhydrinate,Off Label,OTC,4 Reviews,5,5,1
meniere's disease,Dimenhydrinate,Off Label,OTC,1 Reviews,5,5,5
meniere's disease,Dimenhydrinate,Off Label,OTC,1 Reviews,4,4,4
meniere's disease,Dimenhydrinate,Off Label,OTC,1 Reviews,3,5,2
oral candidiasis,Fluconazole,On Label,RX,225 Reviews,3.32,4.41,2.97
oral candidiasis,Fluconazole,On Label,RX,225 Reviews,3.32,4.41,2.97
oral candidiasis,Fluconazole,On Label,RX,168 Reviews,3.88,4.42,3.47
oral candidiasis,Fluconazole,On Label,RX,168 Reviews,3.88,4.42,3.47
oral candidiasis,Nystatin,On Label,RX,124 Reviews,2.73,3.68,2.52
oral candidiasis,Nystatin,On Label,RX,124 Reviews,2.73,3.68,2.52
oral candidiasis,Clotrimazole,On Label,RX,26 Reviews,2.45,3.41,2.5
oral candidiasis,Clotrimazole,On Label,RX,10 Reviews,3,4.71,3.14
oral candidiasis,Nystatin,On Label,RX,4 Reviews,4.5,4.5,4
oral candidiasis,Nystatin,On Label,RX,4 Reviews,4.5,4.5,4
oral candidiasis,Nystatin,On Label,RX,2 Reviews,5,5,5
oral candidiasis,Nystatin,On Label,RX,1 Reviews,1,1,1
oral candidiasis,Nystatin,On Label,RX,1 Reviews,2,2,1
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,584 Reviews,3.21,4.01,2.57
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,584 Reviews,3.21,4.01,2.57
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,584 Reviews,3.21,4.01,2.57
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,584 Reviews,3.21,4.01,2.57
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,584 Reviews,3.21,4.01,2.57
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,353 Reviews,3.04,3.37,2.34
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,353 Reviews,3.04,3.37,2.34
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,353 Reviews,3.04,3.37,2.34
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,353 Reviews,3.04,3.37,2.34
Pharyngitis due to Streptococcus Pyogenes,Cephalexin,On Label,RX,348 Reviews,2.93,3.47,2.24
Pharyngitis due to Streptococcus Pyogenes,Cefdinir,On Label,RX,285 Reviews,2.36,3.35,1.85
Pharyngitis due to Streptococcus Pyogenes,Cefdinir,On Label,RX,285 Reviews,2.36,3.35,1.85
Pharyngitis due to Streptococcus Pyogenes,Cephalexin,On Label,RX,257 Reviews,2.85,3.14,2.18
Pharyngitis due to Streptococcus Pyogenes,Clarithromycin,On Label,RX,233 Reviews,3.45,3.23,2.63
Pharyngitis due to Streptococcus Pyogenes,Clarithromycin,On Label,RX,222 Reviews,3,3.4,2.18
Pharyngitis due to Streptococcus Pyogenes,Clarithromycin,On Label,RX,222 Reviews,3,3.4,2.18
Pharyngitis due to Streptococcus Pyogenes,Clarithromycin,On Label,RX,222 Reviews,3,3.4,2.18
Pharyngitis due to Streptococcus Pyogenes,Cefuroxime Axetil,On Label,RX,156 Reviews,3.15,3.06,2.33
Pharyngitis due to Streptococcus Pyogenes,Cefuroxime Axetil,On Label,RX,156 Reviews,3.15,3.06,2.33
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,145 Reviews,3.52,4,2.93
Pharyngitis due to Streptococcus Pyogenes,Cefdinir,On Label,RX,125 Reviews,2.36,3.78,1.69
Pharyngitis due to Streptococcus Pyogenes,Cefdinir,On Label,RX,125 Reviews,2.36,3.78,1.69
Pharyngitis due to Streptococcus Pyogenes,Cefuroxime Axetil,On Label,RX,97 Reviews,3.23,3.62,2.85
Pharyngitis due to Streptococcus Pyogenes,Cefuroxime Axetil,On Label,RX,97 Reviews,3.23,3.62,2.85
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,87 Reviews,3.56,3.94,2.13
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,87 Reviews,3.56,3.94,2.13
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,87 Reviews,3.56,3.94,2.13
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,87 Reviews,3.56,3.94,2.13
Pharyngitis due to Streptococcus Pyogenes,Penicillin V Potassium,On Label,RX,84 Reviews,3.18,3.61,2.82
Pharyngitis due to Streptococcus Pyogenes,Erythromycin,On Label,RX,72 Reviews,2.11,2.79,1.32
Pharyngitis due to Streptococcus Pyogenes,Erythromycin,On Label,RX,72 Reviews,2.11,2.79,1.32
Pharyngitis due to Streptococcus Pyogenes,Cefixime,On Label,RX,47 Reviews,2.73,3.09,1.45
Pharyngitis due to Streptococcus Pyogenes,Cefixime,On Label,RX,47 Reviews,2.73,3.09,1.45
Pharyngitis due to Streptococcus Pyogenes,Cefprozil,On Label,RX,37 Reviews,2.75,1.88,2
Pharyngitis due to Streptococcus Pyogenes,Cefprozil,On Label,RX,37 Reviews,2.75,1.88,2
Pharyngitis due to Streptococcus Pyogenes,Cefadroxil,On Label,RX,26 Reviews,2.64,3.36,2.07
Pharyngitis due to Streptococcus Pyogenes,Penicillin G Benzathine,On Label,RX,25 Reviews,4.07,3.71,3.64
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,20 Reviews,3.4,4.7,3.2
Pharyngitis due to Streptococcus Pyogenes,Erythromycin,On Label,RX,19 Reviews,3.8,4,3.4
Pharyngitis due to Streptococcus Pyogenes,Cefprozil,On Label,RX,19 Reviews,2,4.33,1.33
Pharyngitis due to Streptococcus Pyogenes,Cefprozil,On Label,RX,19 Reviews,2,4.33,1.33
Pharyngitis due to Streptococcus Pyogenes,Cefditoren Pivoxil,On Label,RX,17 Reviews,3.13,3.75,2.63
Pharyngitis due to Streptococcus Pyogenes,Cefpodoxime,On Label,RX,15 Reviews,2.67,4.33,2.33
Pharyngitis due to Streptococcus Pyogenes,Cefaclor,On Label,RX,13 Reviews,3.33,4,2.17
Pharyngitis due to Streptococcus Pyogenes,Cefaclor,On Label,RX,13 Reviews,3.33,4,2.17
Pharyngitis due to Streptococcus Pyogenes,Cefaclor,On Label,RX,13 Reviews,3.33,4,2.17
Pharyngitis due to Streptococcus Pyogenes,Erythromycin Stearate,On Label,RX,12 Reviews,3,2.8,2.2
Pharyngitis due to Streptococcus Pyogenes,Cefadroxil,On Label,RX,11 Reviews,2.25,2.25,1.88
Pharyngitis due to Streptococcus Pyogenes,Erythromycin Ethylsuccinate,On Label,RX,11 Reviews,3.25,2.75,3
Pharyngitis due to Streptococcus Pyogenes,Erythromycin Ethylsuccinate,On Label,RX,11 Reviews,3.25,2.75,3
Pharyngitis due to Streptococcus Pyogenes,Penicillin G Benzathine,On Label,RX,11 Reviews,2.8,1.8,2.4
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,11 Reviews,2.33,3.67,3
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,11 Reviews,2.33,3.67,3
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,11 Reviews,2.33,3.67,3
Pharyngitis due to Streptococcus Pyogenes,Cefixime,On Label,RX,7 Reviews,4.5,4,4.5
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,5 Reviews,3,5,3
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,5 Reviews,3,5,3
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,5 Reviews,3,5,3
Pharyngitis due to Streptococcus Pyogenes,"Penicillin G Benzathin,Procain",On Label,RX,5 Reviews,2.67,2.67,2.33
Pharyngitis due to Streptococcus Pyogenes,Azithromycin,On Label,RX,5 Reviews,2.5,3.5,1
Pharyngitis due to Streptococcus Pyogenes,Erythromycin Stearate,On Label,RX,4 Reviews,5,4,5
Pharyngitis due to Streptococcus Pyogenes,Erythromycin Ethylsuccinate,On Label,RX,3 Reviews,1,1,1
Pharyngitis due to Streptococcus Pyogenes,Penicillin V Potassium,On Label,RX,2 Reviews,4,3,2
Pharyngitis due to Streptococcus Pyogenes,Penicillin V Potassium,On Label,RX,2 Reviews,2,2,3
Pharyngitis due to Streptococcus Pyogenes,Erythromycin Ethylsuccinate,On Label,RX,2 Reviews,4,4,4
Pharyngitis due to Streptococcus Pyogenes,Erythromycin Ethylsuccinate,On Label,RX,2 Reviews,4,4,4
Pharyngitis due to Streptococcus Pyogenes,Cefditoren Pivoxil,On Label,RX,1 Reviews,4,4,2
Pharyngitis due to Streptococcus Pyogenes,Erythromycin Stearate,On Label,RX,1 Reviews,4,4,4
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,1 Reviews,4,4,5
Pharyngitis due to Streptococcus Pyogenes,Penicillin V Potassium,On Label,RX,1 Reviews,3,5,3
Pharyngitis due to Streptococcus Pyogenes,Cephalexin,On Label,RX,1 Reviews,5,5,5
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,1 Reviews,5,5,5
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,1 Reviews,5,5,5
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,1 Reviews,5,5,5
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,1 Reviews,5,5,5
Pharyngitis due to Streptococcus Pyogenes,Cephalexin,On Label,RX,1 Reviews,2,5,1
Pharyngitis due to Streptococcus Pyogenes,Amoxicillin,On Label,RX,1 Reviews,5,1,1
Pharyngitis due to Streptococcus Pyogenes,Erythromycin,On Label,RX,1 Reviews,5,2,4
Pharyngitis due to Streptococcus Pyogenes,Cefaclor,On Label,RX,1 Reviews,4,4,4
Pharyngitis due to Streptococcus Pyogenes,Erythromycin Ethylsuccinate,On Label,RX,1 Reviews,1,1,1
Pharyngitis due to Streptococcus Pyogenes,Erythromycin Ethylsuccinate,On Label,RX,1 Reviews,3,3,3
Pharyngitis due to Streptococcus Pyogenes,Erythromycin Ethylsuccinate,On Label,RX,1 Reviews,5,4,5
Pharyngitis due to Streptococcus Pyogenes,Erythromycin Ethylsuccinate,On Label,RX,1 Reviews,5,4,5
prevention of cerebrovascular accident,Simvastatin,On Label,RX,1028 Reviews,3.06,3.83,2.14
prevention of cerebrovascular accident,Atorvastatin,On Label,RX,995 Reviews,3.33,3.84,2.45
prevention of cerebrovascular accident,Rosuvastatin,On Label,RX,766 Reviews,3.26,3.82,2.22
prevention of cerebrovascular accident,Simvastatin,On Label,RX,584 Reviews,3.14,3.8,2.34
prevention of cerebrovascular accident,Pravastatin,On Label,RX,534 Reviews,2.85,3.66,2.07
prevention of cerebrovascular accident,Telmisartan,On Label,RX,176 Reviews,3.69,3.89,3.17
prevention of cerebrovascular accident,Lovastatin,Off Label,RX,168 Reviews,2.82,3.71,2.18
prevention of cerebrovascular accident,Atorvastatin,On Label,RX,160 Reviews,3.38,3.8,2.55
prevention of cerebrovascular accident,Ramipril,On Label,RX,156 Reviews,3.92,4.43,3.5
prevention of cerebrovascular accident,Pravastatin,On Label,RX,114 Reviews,2.75,3.74,1.98
prevention of cerebrovascular accident,Aspirin,On Label,RX/OTC,55 Reviews,4.27,4.64,4.55
prevention of cerebrovascular accident,Aspirin,On Label,RX/OTC,55 Reviews,4.27,4.64,4.55
prevention of cerebrovascular accident,Aspirin,On Label,RX/OTC,55 Reviews,4.27,4.64,4.55
prevention of cerebrovascular accident,Aspirin,On Label,RX/OTC,55 Reviews,4.27,4.64,4.55
prevention of cerebrovascular accident,Amlodipine-Atorvastatin,On Label,RX,45 Reviews,3.56,4.25,3.38
prevention of cerebrovascular accident,Evolocumab,On Label,RX,43 Reviews,3.79,3.79,2.42
prevention of cerebrovascular accident,Rosuvastatin,On Label,RX,38 Reviews,3.2,4.25,2.9
prevention of cerebrovascular accident,Telmisartan,On Label,RX,33 Reviews,3.61,3.77,3.16
prevention of cerebrovascular accident,Lovastatin,Off Label,RX,25 Reviews,3.25,4.31,2.88
prevention of cerebrovascular accident,Fluvastatin,Off Label,RX,19 Reviews,3.71,4.36,3.21
prevention of cerebrovascular accident,Fluvastatin,Off Label,RX,15 Reviews,2.8,3.8,2.7
prevention of cerebrovascular accident,Amlodipine-Atorvastatin,On Label,RX,7 Reviews,4,4,3.75
prevention of cerebrovascular accident,Aspirin,On Label,OTC,5 Reviews,4,5,5
prevention of cerebrovascular accident,Aspirin,On Label,OTC,4 Reviews,2,3,1
prevention of cerebrovascular accident,Aspirin,On Label,OTC,3 Reviews,4,4,4
prevention of cerebrovascular accident,Lovastatin,Off Label,RX,3 Reviews,3.5,3.5,4
prevention of cerebrovascular accident,Fluvastatin,Off Label,RX,3 Reviews,4.5,5,3.5
prevention of cerebrovascular accident,Fluvastatin,Off Label,RX,3 Reviews,4.5,5,3.5
prevention of cerebrovascular accident,Aspirin,On Label,OTC,2 Reviews,2,4,3
prevention of cerebrovascular accident,Evolocumab,On Label,RX,2 Reviews,4.5,4.5,4
prevention of cerebrovascular accident,Evolocumab,On Label,RX,2 Reviews,5,5,5
prevention of cerebrovascular accident,Aspirin,On Label,OTC,1 Reviews,1,1,1
prevention of cerebrovascular accident,Aspirin,On Label,OTC,1 Reviews,5,5,5
prevention of cerebrovascular accident,Lovastatin,Off Label,RX,1 Reviews,3,3,3
prevention of cerebrovascular accident,Aspirin,On Label,OTC,1 Reviews,5,5,5
prevention of cerebrovascular accident,Aspirin,On Label,OTC,1 Reviews,5,5,5
prevention of cerebrovascular accident,Aspirin,On Label,OTC,1 Reviews,1,1,1
prevention of cerebrovascular accident,Aspirin,On Label,OTC,1 Reviews,1,1,1
pyelonephritis,Levofloxacin,On Label,RX,994 Reviews,2.52,3.01,1.84
pyelonephritis,Levofloxacin,On Label,RX,994 Reviews,2.52,3.01,1.84
pyelonephritis,Levofloxacin,On Label,RX,361 Reviews,2.44,2.96,1.68
pyelonephritis,Levofloxacin,On Label,RX,361 Reviews,2.44,2.96,1.68
pyelonephritis,Levofloxacin,On Label,RX,30 Reviews,4,3.71,2.43
pyelonephritis,Levofloxacin,On Label,RX,23 Reviews,3.29,4.43,3
pyelonephritis,Levofloxacin,On Label,RX,4 Reviews,5,5,5
pyelonephritis,Levofloxacin In D5W,On Label,RX,4 Reviews,1,3,1
pyelonephritis,Levofloxacin In D5W,On Label,RX,2 Reviews,2,4,1
scabies,Permethrin,On Label,RX/OTC,52 Reviews,2.58,3.65,2.31
scabies,Permethrin,On Label,RX/OTC,52 Reviews,2.58,3.65,2.31
scabies,Permethrin,On Label,RX,11 Reviews,3.36,4.36,3.18
scabies,Crotamiton,On Label,RX,10 Reviews,4,4.33,3.5
scabies,Lindane,On Label,RX,9 Reviews,2.67,3.33,2.56
scabies,Lindane,On Label,RX,3 Reviews,3,4,3
scabies,Permethrin,On Label,RX,3 Reviews,1.5,5,1.5
Sleepiness Due To Obstructive Sleep Apnea,Modafinil,On Label,RX,584 Reviews,4.32,4.73,4.17
Sleepiness Due To Obstructive Sleep Apnea,Armodafinil,On Label,RX,356 Reviews,3.9,4.36,3.5
Sleepiness Due To Obstructive Sleep Apnea,Modafinil,On Label,RX,84 Reviews,3.97,4.56,3.72
Sleepiness Due To Obstructive Sleep Apnea,Armodafinil,On Label,RX,9 Reviews,4,4,3.75
sore throat,Chlorpheniram-DM-Acetaminophen,On Label,OTC,8 Reviews,5,5,5
sore throat,Dextromethorphan-Benzocaine,On Label,OTC,7 Reviews,5,5,4.5
sore throat,Doxylamine-DM-Acetaminophen,On Label,OTC,4 Reviews,5,5,4.5
sore throat,Doxylamine-DM-Acetaminophen,On Label,OTC,3 Reviews,1,5,1
sore throat,Doxylamine-DM-Acetaminophen,On Label,OTC,3 Reviews,1,4.33,1
sore throat,Doxylamine-DM-Acetaminophen,On Label,OTC,3 Reviews,2,1,1
sore throat,Benzocaine,On Label,OTC,2 Reviews,3,4.5,2.5
sore throat,Benzocaine,On Label,OTC,2 Reviews,3,4.5,2.5
sore throat,Doxylamine-DM-Acetaminophen,On Label,OTC,2 Reviews,1,1,1
sore throat,Doxylamine-DM-Acetaminophen,On Label,OTC,2 Reviews,5,5,5
sore throat,Doxylamine-DM-Acetaminophen,On Label,OTC,2 Reviews,5,5,5
sore throat,Acetaminophen-DM,On Label,OTC,1 Reviews,1,1,1
sore throat,Acetaminophen-DM,On Label,OTC,1 Reviews,5,5,5
sore throat,Dextromethorphan-Benzocaine,On Label,OTC,1 Reviews,3,3,3
sore throat,Doxylamine-DM-Acetaminophen,On Label,OTC,1 Reviews,4,5,4
sore throat,Doxylamine-DM-Acetaminophen,On Label,OTC,1 Reviews,4,5,4
sore throat,Doxylamine-DM-Acetaminophen,On Label,OTC,1 Reviews,4,5,4
sore throat,Chlorpheniram-DM-Acetaminophen,On Label,OTC,1 Reviews,3,5,2
sore throat,Dextromethorphan-Benzocaine,On Label,OTC,1 Reviews,5,5,5
sore throat,DM-Benzocaine-Menthol,On Label,OTC,1 Reviews,1,1,1
sore throat,Doxylamine-DM-Acetaminophen,On Label,OTC,1 Reviews,5,5,5
sore throat,Acetaminophen-DM,On Label,OTC,1 Reviews,2,5,3
sore throat,Chlorpheniram-DM-Acetaminophen,On Label,OTC,1 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,190 Reviews,4.13,4.62,4.02
vertigo,Diphenhydramine Hcl,On Label,RX/OTC,188 Reviews,3.83,4.41,3.5
vertigo,Diphenhydramine Hcl,On Label,OTC,146 Reviews,3.23,4.28,2.8
vertigo,Meclizine,On Label,RX,48 Reviews,3.51,3.95,3.28
vertigo,Diphenhydramine Hcl,On Label,OTC,40 Reviews,4.33,4.67,4
vertigo,Meclizine,On Label,RX,35 Reviews,3.42,4.42,3.13
vertigo,Meclizine,On Label,OTC,29 Reviews,3.8,4.2,3.5
vertigo,Dimenhydrinate,On Label,OTC,24 Reviews,3.67,4.67,3.67
vertigo,Diphenhydramine Citrate,On Label,OTC,17 Reviews,4.3,4.6,4.1
vertigo,Diphenhydramine Hcl,On Label,OTC,17 Reviews,4.25,4.56,4.19
vertigo,Diphenhydramine Hcl,On Label,OTC,11 Reviews,4.73,4.82,4.64
vertigo,Diphenhydramine Hcl,On Label,OTC,11 Reviews,4.33,5,4.33
vertigo,Diphenhydramine Hcl,On Label,OTC,10 Reviews,4.11,4.44,3.89
vertigo,Diphenhydramine Hcl,On Label,OTC,9 Reviews,3.38,4.88,3.38
vertigo,Diphenhydramine Hcl,On Label,OTC,9 Reviews,3.38,4.88,3.38
vertigo,Meclizine,On Label,OTC,8 Reviews,5,5,4.5
vertigo,Diphenhydramine Hcl,On Label,OTC,8 Reviews,3.17,4.33,3.17
vertigo,"Diphenhydramine Hcl, Diphenhydramine Citrate",On Label,OTC,6 Reviews,3.5,4,3.5
vertigo,Dimenhydrinate,On Label,OTC,6 Reviews,5,5,5
vertigo,Meclizine,On Label,OTC,6 Reviews,4.33,4.33,4
vertigo,Diphenhydramine Hcl,On Label,OTC,5 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,5 Reviews,1.5,3,2
vertigo,Diphenhydramine Hcl,On Label,OTC,4 Reviews,4.67,5,4.67
vertigo,Diphenhydramine Hcl,On Label,OTC,4 Reviews,2,4,4
vertigo,Dimenhydrinate,On Label,OTC,4 Reviews,5,5,1
vertigo,Diphenhydramine Hcl,On Label,OTC,4 Reviews,4,3.5,4
vertigo,Meclizine,On Label,RX/OTC,3 Reviews,2.33,3.33,2
vertigo,Meclizine,On Label,OTC,3 Reviews,4,4.5,4
vertigo,Diphenhydramine Hcl,On Label,OTC,3 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,2 Reviews,1.5,4,1
vertigo,Diphenhydramine Hcl,On Label,OTC,2 Reviews,2,5,1
vertigo,Diphenhydramine Hcl,On Label,OTC,2 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,2 Reviews,4.5,5,4.5
vertigo,Meclizine,On Label,OTC,2 Reviews,5,5,5
vertigo,"Diphenhydramine Hcl, Clemastine-Phenylprop, Triprolidine-Pseudoephedrine",On Label,OTC,2 Reviews,4,5,4
vertigo,"Diphenhydramine Hcl, Clemastine-Phenylprop, Triprolidine-Pseudoephedrine",On Label,OTC,2 Reviews,4,5,4
vertigo,Diphenhydramine Hcl,On Label,OTC,2 Reviews,4,4,4
vertigo,Meclizine,On Label,OTC,2 Reviews,2,3,2
vertigo,Diphenhydramine Hcl,On Label,OTC,2 Reviews,5,5,5
vertigo,Diphenhydramine Hcl,On Label,OTC,2 Reviews,4.5,4.5,4.5
